"customer_id";"first_name";"last_name";"email";"city";"country";"join_date";"customer_tier";"credit_score"
3859;"First_3859";"Last_3859";"customer_3859@email.com";"Thessaloniki";"Greece";"2022-06-26";"Silver";847
3860;"First_3860";"Last_3860";"customer_3860@email.com";"Chalkida";"Greece";"2018-03-27";"Gold";595
3861;"First_3861";"Last_3861";"customer_3861@email.com";"Heraklion";"Germany";"2022-08-05";"Silver";699
3862;"First_3862";"Last_3862";"customer_3862@email.com";"Rhodes";"France";"2020-04-28";"Bronze";357
3863;"First_3863";"Last_3863";"customer_3863@email.com";"Athens";"Greece";"2022-10-15";"Silver";829
3864;"First_3864";"Last_3864";"customer_3864@email.com";"Athens";"Greece";"2020-12-10";"Bronze";847
3865;"First_3865";"Last_3865";"customer_3865@email.com";"Ioannina";"Greece";"2021-02-09";"Silver";707
3866;"First_3866";"Last_3866";"customer_3866@email.com";"Patras";"Greece";"2022-01-26";"Silver";812
3867;"First_3867";"Last_3867";"customer_3867@email.com";"Chalkida";"Greece";"2019-03-18";"Bronze";363
3868;"First_3868";"Last_3868";"customer_3868@email.com";"Thessaloniki";"Greece";"2018-09-28";"Gold";719
3869;"First_3869";"Last_3869";"customer_3869@email.com";"Rhodes";"Greece";"2022-05-20";"Gold";445
3870;"First_3870";"Last_3870";"customer_3870@email.com";"Patras";"Greece";"2018-12-10";"Gold";571
3871;"First_3871";"Last_3871";"customer_3871@email.com";"Thessaloniki";"Italy";"2021-04-21";"Bronze";316
3872;"First_3872";"Last_3872";"customer_3872@email.com";"Chania";"Greece";"2019-05-18";"Silver";397
3873;"First_3873";"Last_3873";"customer_3873@email.com";"Chalkida";"Greece";"2020-10-30";"Gold";751
3874;"First_3874";"Last_3874";"customer_3874@email.com";"Volos";"UK";"2019-05-09";"Bronze";542
3875;"First_3875";"Last_3875";"customer_3875@email.com";"Volos";"UK";"2021-06-11";"Gold";778
3876;"First_3876";"Last_3876";"customer_3876@email.com";"Chalkida";"Greece";"2021-08-14";"Bronze";500
3877;"First_3877";"Last_3877";"customer_3877@email.com";"Ioannina";"Germany";"2018-09-01";"Bronze";772
3878;"First_3878";"Last_3878";"customer_3878@email.com";"Ioannina";"France";"2022-03-13";"Silver";478
3879;"First_3879";"Last_3879";"customer_3879@email.com";"Volos";"Greece";"2021-10-06";"Silver";807
3880;"First_3880";"Last_3880";"customer_3880@email.com";"Heraklion";"Greece";"2018-09-24";"Silver";752
3881;"First_3881";"Last_3881";"customer_3881@email.com";"Rhodes";"Greece";"2022-07-12";"Gold";569
3882;"First_3882";"Last_3882";"customer_3882@email.com";"Volos";"Greece";"2022-08-07";"Bronze";533
3883;"First_3883";"Last_3883";"customer_3883@email.com";"Heraklion";"Greece";"2020-06-11";"Bronze";785
3884;"First_3884";"Last_3884";"customer_3884@email.com";"Patras";"UK";"2018-07-20";"Gold";637
3885;"First_3885";"Last_3885";"customer_3885@email.com";"Heraklion";"Greece";"2018-08-27";"Bronze";747
3886;"First_3886";"Last_3886";"customer_3886@email.com";"Patras";"Greece";"2021-09-19";"Silver";656
3887;"First_3887";"Last_3887";"customer_3887@email.com";"Thessaloniki";"Greece";"2020-07-03";"Silver";348
3888;"First_3888";"Last_3888";"customer_3888@email.com";"Larissa";"Greece";"2021-12-09";"Bronze";795
3889;"First_3889";"Last_3889";"customer_3889@email.com";"Thessaloniki";"UK";"2020-08-26";"Bronze";645
3890;"First_3890";"Last_3890";"customer_3890@email.com";"Volos";"Greece";"2019-04-29";"Silver";592
3891;"First_3891";"Last_3891";"customer_3891@email.com";"Patras";"Italy";"2021-12-31";"Gold";449
3892;"First_3892";"Last_3892";"customer_3892@email.com";"Volos";"Greece";"2018-09-03";"Silver";844
3893;"First_3893";"Last_3893";"customer_3893@email.com";"Chalkida";"Greece";"2020-10-28";"Silver";559
3894;"First_3894";"Last_3894";"customer_3894@email.com";"Rhodes";"France";"2018-06-01";"Bronze";621
3895;"First_3895";"Last_3895";"customer_3895@email.com";"Athens";"Greece";"2021-11-16";"Bronze";376
3896;"First_3896";"Last_3896";"customer_3896@email.com";"Volos";"Greece";"2018-07-30";"Bronze";409
3897;"First_3897";"Last_3897";"customer_3897@email.com";"Rhodes";"UK";"2019-01-02";"Bronze";846
3898;"First_3898";"Last_3898";"customer_3898@email.com";"Heraklion";"Greece";"2020-08-01";"Bronze";722
3899;"First_3899";"Last_3899";"customer_3899@email.com";"Thessaloniki";"France";"2022-08-21";"Bronze";693
3900;"First_3900";"Last_3900";"customer_3900@email.com";"Heraklion";"Italy";"2022-05-13";"Bronze";534
3901;"First_3901";"Last_3901";"customer_3901@email.com";"Athens";"Greece";"2018-03-27";"Bronze";629
3902;"First_3902";"Last_3902";"customer_3902@email.com";"Patras";"Greece";"2020-12-14";"Bronze";624
3903;"First_3903";"Last_3903";"customer_3903@email.com";"Chalkida";"Greece";"2022-10-03";"Silver";450
3904;"First_3904";"Last_3904";"customer_3904@email.com";"Rhodes";"Greece";"2022-07-16";"Silver";845
3905;"First_3905";"Last_3905";"customer_3905@email.com";"Chalkida";"UK";"2019-03-22";"Bronze";331
3906;"First_3906";"Last_3906";"customer_3906@email.com";"Larissa";"UK";"2019-09-12";"Gold";571
3907;"First_3907";"Last_3907";"customer_3907@email.com";"Volos";"Greece";"2018-10-31";"Bronze";667
3908;"First_3908";"Last_3908";"customer_3908@email.com";"Patras";"Greece";"2018-05-12";"Gold";791
3909;"First_3909";"Last_3909";"customer_3909@email.com";"Larissa";"Greece";"2021-12-15";"Bronze";615
3910;"First_3910";"Last_3910";"customer_3910@email.com";"Chania";"Greece";"2020-06-22";"Gold";667
3911;"First_3911";"Last_3911";"customer_3911@email.com";"Volos";"France";"2021-11-09";"Bronze";379
3912;"First_3912";"Last_3912";"customer_3912@email.com";"Heraklion";"Greece";"2020-09-14";"Silver";471
3913;"First_3913";"Last_3913";"customer_3913@email.com";"Thessaloniki";"France";"2021-05-06";"Bronze";557
3914;"First_3914";"Last_3914";"customer_3914@email.com";"Rhodes";"Germany";"2018-02-16";"Silver";578
3915;"First_3915";"Last_3915";"customer_3915@email.com";"Athens";"UK";"2022-10-30";"Bronze";803
3916;"First_3916";"Last_3916";"customer_3916@email.com";"Athens";"Greece";"2020-01-27";"Bronze";790
3917;"First_3917";"Last_3917";"customer_3917@email.com";"Heraklion";"Germany";"2021-05-11";"Silver";636
3918;"First_3918";"Last_3918";"customer_3918@email.com";"Ioannina";"Germany";"2021-07-08";"Bronze";820
3919;"First_3919";"Last_3919";"customer_3919@email.com";"Athens";"UK";"2019-11-21";"Gold";625
3920;"First_3920";"Last_3920";"customer_3920@email.com";"Rhodes";"Greece";"2020-11-13";"Bronze";471
3921;"First_3921";"Last_3921";"customer_3921@email.com";"Heraklion";"Greece";"2019-11-18";"Bronze";383
3922;"First_3922";"Last_3922";"customer_3922@email.com";"Patras";"Germany";"2020-02-25";"Silver";823
3923;"First_3923";"Last_3923";"customer_3923@email.com";"Athens";"Greece";"2018-12-06";"Bronze";780
3924;"First_3924";"Last_3924";"customer_3924@email.com";"Chalkida";"Greece";"2019-02-16";"Bronze";843
3925;"First_3925";"Last_3925";"customer_3925@email.com";"Heraklion";"Italy";"2021-07-08";"Silver";717
3926;"First_3926";"Last_3926";"customer_3926@email.com";"Rhodes";"Greece";"2018-10-13";"Silver";638
3927;"First_3927";"Last_3927";"customer_3927@email.com";"Chalkida";"Greece";"2022-03-17";"Gold";619
3928;"First_3928";"Last_3928";"customer_3928@email.com";"Volos";"Greece";"2021-01-14";"Bronze";603
3929;"First_3929";"Last_3929";"customer_3929@email.com";"Volos";"Germany";"2020-04-29";"Silver";571
3930;"First_3930";"Last_3930";"customer_3930@email.com";"Athens";"Greece";"2019-03-06";"Bronze";413
3931;"First_3931";"Last_3931";"customer_3931@email.com";"Chalkida";"Germany";"2022-05-24";"Bronze";706
3932;"First_3932";"Last_3932";"customer_3932@email.com";"Thessaloniki";"Greece";"2018-01-31";"Silver";325
3933;"First_3933";"Last_3933";"customer_3933@email.com";"Volos";"Greece";"2022-09-30";"Bronze";536
3934;"First_3934";"Last_3934";"customer_3934@email.com";"Thessaloniki";"UK";"2019-08-26";"Bronze";609
3935;"First_3935";"Last_3935";"customer_3935@email.com";"Patras";"Greece";"2019-03-16";"Bronze";532
3936;"First_3936";"Last_3936";"customer_3936@email.com";"Heraklion";"Italy";"2020-09-11";"Silver";848
3937;"First_3937";"Last_3937";"customer_3937@email.com";"Larissa";"Greece";"2021-10-04";"Gold";564
3938;"First_3938";"Last_3938";"customer_3938@email.com";"Rhodes";"Greece";"2019-02-16";"Silver";312
3939;"First_3939";"Last_3939";"customer_3939@email.com";"Heraklion";"Greece";"2019-06-12";"Bronze";795
3940;"First_3940";"Last_3940";"customer_3940@email.com";"Rhodes";"Greece";"2018-11-06";"Silver";615
3941;"First_3941";"Last_3941";"customer_3941@email.com";"Chalkida";"Italy";"2020-08-06";"Silver";683
3942;"First_3942";"Last_3942";"customer_3942@email.com";"Patras";"France";"2021-11-20";"Bronze";615
3943;"First_3943";"Last_3943";"customer_3943@email.com";"Chania";"Greece";"2022-12-17";"Bronze";555
3944;"First_3944";"Last_3944";"customer_3944@email.com";"Athens";"Greece";"2021-09-23";"Bronze";740
3945;"First_3945";"Last_3945";"customer_3945@email.com";"Rhodes";"Germany";"2019-11-05";"Bronze";414
3946;"First_3946";"Last_3946";"customer_3946@email.com";"Rhodes";"Greece";"2019-03-13";"Gold";598
3947;"First_3947";"Last_3947";"customer_3947@email.com";"Chalkida";"Greece";"2019-12-05";"Bronze";423
3948;"First_3948";"Last_3948";"customer_3948@email.com";"Thessaloniki";"Italy";"2019-10-25";"Bronze";555
3949;"First_3949";"Last_3949";"customer_3949@email.com";"Heraklion";"Italy";"2018-12-31";"Gold";346
3950;"First_3950";"Last_3950";"customer_3950@email.com";"Chania";"Italy";"2020-07-11";"Gold";762
3951;"First_3951";"Last_3951";"customer_3951@email.com";"Ioannina";"UK";"2018-04-23";"Silver";649
3952;"First_3952";"Last_3952";"customer_3952@email.com";"Athens";"Germany";"2022-12-14";"Bronze";422
3953;"First_3953";"Last_3953";"customer_3953@email.com";"Larissa";"Greece";"2018-06-25";"Bronze";330
3954;"First_3954";"Last_3954";"customer_3954@email.com";"Ioannina";"Greece";"2021-03-18";"Bronze";354
3955;"First_3955";"Last_3955";"customer_3955@email.com";"Heraklion";"Greece";"2021-04-16";"Bronze";452
3956;"First_3956";"Last_3956";"customer_3956@email.com";"Athens";"Germany";"2020-07-24";"Bronze";755
3957;"First_3957";"Last_3957";"customer_3957@email.com";"Rhodes";"UK";"2019-01-17";"Silver";585
3958;"First_3958";"Last_3958";"customer_3958@email.com";"Larissa";"France";"2021-05-31";"Bronze";335
3959;"First_3959";"Last_3959";"customer_3959@email.com";"Thessaloniki";"Italy";"2021-07-06";"Bronze";555
3960;"First_3960";"Last_3960";"customer_3960@email.com";"Chania";"France";"2022-12-14";"Bronze";477
3961;"First_3961";"Last_3961";"customer_3961@email.com";"Thessaloniki";"Italy";"2021-04-27";"Silver";847
3962;"First_3962";"Last_3962";"customer_3962@email.com";"Patras";"Greece";"2018-11-02";"Silver";553
3963;"First_3963";"Last_3963";"customer_3963@email.com";"Chalkida";"UK";"2021-11-02";"Silver";807
3964;"First_3964";"Last_3964";"customer_3964@email.com";"Athens";"Greece";"2019-08-25";"Bronze";320
3965;"First_3965";"Last_3965";"customer_3965@email.com";"Thessaloniki";"Greece";"2018-12-09";"Bronze";374
3966;"First_3966";"Last_3966";"customer_3966@email.com";"Ioannina";"Italy";"2022-12-03";"Bronze";759
3967;"First_3967";"Last_3967";"customer_3967@email.com";"Chalkida";"France";"2018-06-05";"Bronze";477
3968;"First_3968";"Last_3968";"customer_3968@email.com";"Thessaloniki";"Greece";"2019-12-13";"Gold";681
3969;"First_3969";"Last_3969";"customer_3969@email.com";"Volos";"Greece";"2020-12-14";"Platinum";336
3970;"First_3970";"Last_3970";"customer_3970@email.com";"Patras";"Germany";"2022-11-25";"Silver";419
3971;"First_3971";"Last_3971";"customer_3971@email.com";"Heraklion";"Germany";"2022-01-05";"Gold";300
3972;"First_3972";"Last_3972";"customer_3972@email.com";"Chania";"Italy";"2022-09-05";"Silver";610
3973;"First_3973";"Last_3973";"customer_3973@email.com";"Patras";"Greece";"2021-05-08";"Bronze";507
3974;"First_3974";"Last_3974";"customer_3974@email.com";"Chalkida";"Greece";"2019-02-07";"Platinum";453
3975;"First_3975";"Last_3975";"customer_3975@email.com";"Volos";"Greece";"2019-09-06";"Bronze";614
3976;"First_3976";"Last_3976";"customer_3976@email.com";"Athens";"Greece";"2020-03-07";"Silver";606
3977;"First_3977";"Last_3977";"customer_3977@email.com";"Ioannina";"Greece";"2022-08-14";"Bronze";803
3978;"First_3978";"Last_3978";"customer_3978@email.com";"Chania";"Italy";"2019-09-15";"Bronze";819
3979;"First_3979";"Last_3979";"customer_3979@email.com";"Chania";"Greece";"2022-12-07";"Silver";396
3980;"First_3980";"Last_3980";"customer_3980@email.com";"Patras";"Greece";"2019-08-26";"Bronze";789
3981;"First_3981";"Last_3981";"customer_3981@email.com";"Chalkida";"Greece";"2018-06-26";"Bronze";306
3982;"First_3982";"Last_3982";"customer_3982@email.com";"Athens";"Greece";"2019-03-25";"Bronze";311
3983;"First_3983";"Last_3983";"customer_3983@email.com";"Rhodes";"France";"2020-01-13";"Bronze";813
3984;"First_3984";"Last_3984";"customer_3984@email.com";"Volos";"Germany";"2022-04-14";"Platinum";648
3985;"First_3985";"Last_3985";"customer_3985@email.com";"Rhodes";"UK";"2018-10-28";"Silver";306
3986;"First_3986";"Last_3986";"customer_3986@email.com";"Ioannina";"Greece";"2019-12-08";"Bronze";799
3987;"First_3987";"Last_3987";"customer_3987@email.com";"Athens";"Greece";"2018-11-03";"Bronze";774
3988;"First_3988";"Last_3988";"customer_3988@email.com";"Athens";"Greece";"2020-01-21";"Gold";823
3989;"First_3989";"Last_3989";"customer_3989@email.com";"Volos";"Greece";"2020-05-18";"Bronze";356
3990;"First_3990";"Last_3990";"customer_3990@email.com";"Larissa";"France";"2021-07-14";"Bronze";532
3991;"First_3991";"Last_3991";"customer_3991@email.com";"Rhodes";"Greece";"2018-08-02";"Bronze";329
3992;"First_3992";"Last_3992";"customer_3992@email.com";"Thessaloniki";"Germany";"2022-06-06";"Gold";666
3993;"First_3993";"Last_3993";"customer_3993@email.com";"Chania";"Greece";"2022-07-22";"Bronze";355
3994;"First_3994";"Last_3994";"customer_3994@email.com";"Larissa";"Germany";"2019-04-28";"Bronze";309
3995;"First_3995";"Last_3995";"customer_3995@email.com";"Thessaloniki";"Italy";"2021-07-09";"Bronze";446
3996;"First_3996";"Last_3996";"customer_3996@email.com";"Chalkida";"Germany";"2020-12-26";"Bronze";663
3997;"First_3997";"Last_3997";"customer_3997@email.com";"Volos";"Greece";"2022-05-17";"Silver";552
3998;"First_3998";"Last_3998";"customer_3998@email.com";"Chalkida";"Italy";"2018-05-13";"Bronze";552
3999;"First_3999";"Last_3999";"customer_3999@email.com";"Chania";"Germany";"2022-07-31";"Bronze";742
4000;"First_4000";"Last_4000";"customer_4000@email.com";"Heraklion";"Greece";"2022-04-13";"Bronze";639
4001;"First_4001";"Last_4001";"customer_4001@email.com";"Thessaloniki";"Greece";"2019-05-27";"Bronze";815
4002;"First_4002";"Last_4002";"customer_4002@email.com";"Larissa";"UK";"2018-07-30";"Gold";652
4003;"First_4003";"Last_4003";"customer_4003@email.com";"Thessaloniki";"UK";"2020-09-14";"Gold";622
4004;"First_4004";"Last_4004";"customer_4004@email.com";"Thessaloniki";"Greece";"2020-09-13";"Bronze";439
4005;"First_4005";"Last_4005";"customer_4005@email.com";"Volos";"Greece";"2019-12-18";"Bronze";744
4006;"First_4006";"Last_4006";"customer_4006@email.com";"Chalkida";"Italy";"2018-09-10";"Bronze";394
4007;"First_4007";"Last_4007";"customer_4007@email.com";"Rhodes";"Greece";"2018-02-07";"Silver";719
4008;"First_4008";"Last_4008";"customer_4008@email.com";"Heraklion";"Greece";"2020-12-02";"Silver";813
4009;"First_4009";"Last_4009";"customer_4009@email.com";"Volos";"Greece";"2019-09-21";"Bronze";449
4010;"First_4010";"Last_4010";"customer_4010@email.com";"Ioannina";"France";"2021-11-29";"Silver";650
4011;"First_4011";"Last_4011";"customer_4011@email.com";"Volos";"Greece";"2020-09-13";"Silver";415
4012;"First_4012";"Last_4012";"customer_4012@email.com";"Chania";"Germany";"2022-09-22";"Gold";536
4013;"First_4013";"Last_4013";"customer_4013@email.com";"Heraklion";"Greece";"2018-02-15";"Bronze";569
4014;"First_4014";"Last_4014";"customer_4014@email.com";"Athens";"Germany";"2022-01-17";"Bronze";590
4015;"First_4015";"Last_4015";"customer_4015@email.com";"Ioannina";"France";"2022-08-29";"Bronze";733
4016;"First_4016";"Last_4016";"customer_4016@email.com";"Patras";"Greece";"2018-11-01";"Gold";308
4017;"First_4017";"Last_4017";"customer_4017@email.com";"Volos";"Greece";"2022-10-05";"Silver";774
4018;"First_4018";"Last_4018";"customer_4018@email.com";"Thessaloniki";"Greece";"2018-08-21";"Silver";821
4019;"First_4019";"Last_4019";"customer_4019@email.com";"Rhodes";"Greece";"2018-09-02";"Bronze";836
4020;"First_4020";"Last_4020";"customer_4020@email.com";"Athens";"France";"2022-10-11";"Bronze";310
4021;"First_4021";"Last_4021";"customer_4021@email.com";"Volos";"Greece";"2020-01-30";"Bronze";626
4022;"First_4022";"Last_4022";"customer_4022@email.com";"Volos";"UK";"2021-08-11";"Silver";575
4023;"First_4023";"Last_4023";"customer_4023@email.com";"Larissa";"Greece";"2020-04-18";"Bronze";669
4024;"First_4024";"Last_4024";"customer_4024@email.com";"Larissa";"Greece";"2021-11-07";"Bronze";789
4025;"First_4025";"Last_4025";"customer_4025@email.com";"Athens";"Greece";"2018-06-07";"Silver";644
4026;"First_4026";"Last_4026";"customer_4026@email.com";"Chalkida";"Greece";"2021-11-29";"Bronze";667
4027;"First_4027";"Last_4027";"customer_4027@email.com";"Larissa";"Greece";"2020-10-21";"Bronze";610
4028;"First_4028";"Last_4028";"customer_4028@email.com";"Thessaloniki";"UK";"2018-08-05";"Bronze";784
4029;"First_4029";"Last_4029";"customer_4029@email.com";"Ioannina";"Greece";"2020-07-16";"Gold";314
4030;"First_4030";"Last_4030";"customer_4030@email.com";"Patras";"Greece";"2019-05-22";"Silver";303
4031;"First_4031";"Last_4031";"customer_4031@email.com";"Heraklion";"UK";"2020-01-31";"Gold";675
4032;"First_4032";"Last_4032";"customer_4032@email.com";"Patras";"France";"2020-06-22";"Bronze";668
4033;"First_4033";"Last_4033";"customer_4033@email.com";"Patras";"Greece";"2019-08-04";"Gold";764
4034;"First_4034";"Last_4034";"customer_4034@email.com";"Heraklion";"Germany";"2020-11-19";"Gold";832
4035;"First_4035";"Last_4035";"customer_4035@email.com";"Larissa";"Greece";"2019-09-19";"Silver";436
4036;"First_4036";"Last_4036";"customer_4036@email.com";"Athens";"UK";"2019-06-04";"Gold";662
4037;"First_4037";"Last_4037";"customer_4037@email.com";"Heraklion";"France";"2018-10-02";"Bronze";515
4038;"First_4038";"Last_4038";"customer_4038@email.com";"Chania";"France";"2019-05-07";"Bronze";667
4039;"First_4039";"Last_4039";"customer_4039@email.com";"Chalkida";"UK";"2020-04-06";"Bronze";416
4040;"First_4040";"Last_4040";"customer_4040@email.com";"Ioannina";"Greece";"2020-08-08";"Silver";478
4041;"First_4041";"Last_4041";"customer_4041@email.com";"Rhodes";"France";"2020-07-14";"Silver";545
4042;"First_4042";"Last_4042";"customer_4042@email.com";"Larissa";"Greece";"2020-04-26";"Silver";427
4043;"First_4043";"Last_4043";"customer_4043@email.com";"Chalkida";"Greece";"2020-11-25";"Bronze";657
4044;"First_4044";"Last_4044";"customer_4044@email.com";"Heraklion";"Greece";"2021-08-27";"Bronze";377
4045;"First_4045";"Last_4045";"customer_4045@email.com";"Chania";"Italy";"2020-12-03";"Bronze";592
4046;"First_4046";"Last_4046";"customer_4046@email.com";"Rhodes";"France";"2021-03-24";"Silver";381
4047;"First_4047";"Last_4047";"customer_4047@email.com";"Ioannina";"Greece";"2021-01-05";"Bronze";641
4048;"First_4048";"Last_4048";"customer_4048@email.com";"Ioannina";"UK";"2022-06-02";"Gold";637
4049;"First_4049";"Last_4049";"customer_4049@email.com";"Larissa";"France";"2022-06-25";"Bronze";395
4050;"First_4050";"Last_4050";"customer_4050@email.com";"Heraklion";"Greece";"2022-01-01";"Bronze";444
4051;"First_4051";"Last_4051";"customer_4051@email.com";"Chalkida";"Greece";"2021-12-26";"Gold";820
4052;"First_4052";"Last_4052";"customer_4052@email.com";"Athens";"UK";"2022-04-15";"Bronze";696
4053;"First_4053";"Last_4053";"customer_4053@email.com";"Chalkida";"Greece";"2018-02-08";"Bronze";656
4054;"First_4054";"Last_4054";"customer_4054@email.com";"Chalkida";"Greece";"2018-08-27";"Bronze";485
4055;"First_4055";"Last_4055";"customer_4055@email.com";"Ioannina";"UK";"2020-11-02";"Bronze";842
4056;"First_4056";"Last_4056";"customer_4056@email.com";"Athens";"Italy";"2018-05-02";"Platinum";450
4057;"First_4057";"Last_4057";"customer_4057@email.com";"Athens";"Germany";"2018-05-24";"Silver";618
4058;"First_4058";"Last_4058";"customer_4058@email.com";"Larissa";"UK";"2019-11-15";"Bronze";358
4059;"First_4059";"Last_4059";"customer_4059@email.com";"Rhodes";"Greece";"2019-03-31";"Silver";309
4060;"First_4060";"Last_4060";"customer_4060@email.com";"Volos";"Greece";"2019-01-03";"Bronze";423
4061;"First_4061";"Last_4061";"customer_4061@email.com";"Patras";"Germany";"2020-01-29";"Silver";655
4062;"First_4062";"Last_4062";"customer_4062@email.com";"Patras";"Greece";"2018-09-04";"Gold";645
4063;"First_4063";"Last_4063";"customer_4063@email.com";"Ioannina";"France";"2020-07-11";"Gold";536
4064;"First_4064";"Last_4064";"customer_4064@email.com";"Volos";"Greece";"2020-12-04";"Bronze";632
4065;"First_4065";"Last_4065";"customer_4065@email.com";"Rhodes";"Greece";"2020-02-04";"Bronze";316
4066;"First_4066";"Last_4066";"customer_4066@email.com";"Volos";"Greece";"2019-01-10";"Bronze";723
4067;"First_4067";"Last_4067";"customer_4067@email.com";"Larissa";"Italy";"2021-08-07";"Silver";623
4068;"First_4068";"Last_4068";"customer_4068@email.com";"Chalkida";"Greece";"2018-07-26";"Silver";322
4069;"First_4069";"Last_4069";"customer_4069@email.com";"Ioannina";"Greece";"2019-06-03";"Bronze";758
4070;"First_4070";"Last_4070";"customer_4070@email.com";"Athens";"Greece";"2018-08-30";"Gold";759
4071;"First_4071";"Last_4071";"customer_4071@email.com";"Ioannina";"France";"2022-07-04";"Bronze";820
4072;"First_4072";"Last_4072";"customer_4072@email.com";"Patras";"Greece";"2021-02-11";"Bronze";720
4073;"First_4073";"Last_4073";"customer_4073@email.com";"Rhodes";"Greece";"2020-03-29";"Bronze";702
4074;"First_4074";"Last_4074";"customer_4074@email.com";"Volos";"Greece";"2018-10-29";"Bronze";630
4075;"First_4075";"Last_4075";"customer_4075@email.com";"Rhodes";"UK";"2021-07-23";"Bronze";756
4076;"First_4076";"Last_4076";"customer_4076@email.com";"Larissa";"Greece";"2021-01-24";"Silver";782
4077;"First_4077";"Last_4077";"customer_4077@email.com";"Ioannina";"Greece";"2021-08-10";"Bronze";797
4078;"First_4078";"Last_4078";"customer_4078@email.com";"Heraklion";"Greece";"2019-12-02";"Bronze";326
4079;"First_4079";"Last_4079";"customer_4079@email.com";"Ioannina";"Greece";"2021-10-15";"Silver";696
4080;"First_4080";"Last_4080";"customer_4080@email.com";"Athens";"UK";"2018-10-15";"Bronze";487
4081;"First_4081";"Last_4081";"customer_4081@email.com";"Ioannina";"Greece";"2018-06-03";"Silver";439
4082;"First_4082";"Last_4082";"customer_4082@email.com";"Chania";"Italy";"2022-05-13";"Bronze";820
4083;"First_4083";"Last_4083";"customer_4083@email.com";"Larissa";"Italy";"2019-02-27";"Silver";391
4084;"First_4084";"Last_4084";"customer_4084@email.com";"Thessaloniki";"Greece";"2020-04-29";"Gold";376
4085;"First_4085";"Last_4085";"customer_4085@email.com";"Larissa";"UK";"2018-02-19";"Bronze";543
4086;"First_4086";"Last_4086";"customer_4086@email.com";"Volos";"UK";"2021-05-15";"Silver";387
4087;"First_4087";"Last_4087";"customer_4087@email.com";"Thessaloniki";"France";"2019-07-18";"Gold";593
4088;"First_4088";"Last_4088";"customer_4088@email.com";"Volos";"Greece";"2020-05-03";"Silver";394
4089;"First_4089";"Last_4089";"customer_4089@email.com";"Volos";"Greece";"2020-06-01";"Bronze";552
4090;"First_4090";"Last_4090";"customer_4090@email.com";"Athens";"Greece";"2019-10-24";"Bronze";698
4091;"First_4091";"Last_4091";"customer_4091@email.com";"Athens";"France";"2019-07-19";"Silver";353
4092;"First_4092";"Last_4092";"customer_4092@email.com";"Chalkida";"Greece";"2018-08-01";"Gold";542
4093;"First_4093";"Last_4093";"customer_4093@email.com";"Patras";"Greece";"2020-12-25";"Bronze";409
4094;"First_4094";"Last_4094";"customer_4094@email.com";"Chalkida";"Greece";"2021-06-09";"Bronze";520
4095;"First_4095";"Last_4095";"customer_4095@email.com";"Chalkida";"Greece";"2020-03-21";"Bronze";461
4096;"First_4096";"Last_4096";"customer_4096@email.com";"Patras";"Greece";"2020-04-29";"Bronze";334
4097;"First_4097";"Last_4097";"customer_4097@email.com";"Heraklion";"Greece";"2022-08-14";"Bronze";336
4098;"First_4098";"Last_4098";"customer_4098@email.com";"Thessaloniki";"Greece";"2022-10-07";"Bronze";669
4099;"First_4099";"Last_4099";"customer_4099@email.com";"Rhodes";"Italy";"2021-09-05";"Bronze";476
4100;"First_4100";"Last_4100";"customer_4100@email.com";"Chalkida";"Greece";"2022-11-26";"Bronze";820
4101;"First_4101";"Last_4101";"customer_4101@email.com";"Ioannina";"UK";"2021-03-06";"Gold";574
4102;"First_4102";"Last_4102";"customer_4102@email.com";"Ioannina";"Greece";"2020-05-30";"Bronze";404
4103;"First_4103";"Last_4103";"customer_4103@email.com";"Volos";"Greece";"2022-07-29";"Bronze";455
4104;"First_4104";"Last_4104";"customer_4104@email.com";"Patras";"France";"2022-05-09";"Bronze";635
4105;"First_4105";"Last_4105";"customer_4105@email.com";"Volos";"UK";"2020-12-24";"Gold";325
4106;"First_4106";"Last_4106";"customer_4106@email.com";"Chania";"Greece";"2022-03-18";"Silver";595
4107;"First_4107";"Last_4107";"customer_4107@email.com";"Chania";"Italy";"2021-03-01";"Silver";836
4108;"First_4108";"Last_4108";"customer_4108@email.com";"Rhodes";"Italy";"2018-11-30";"Bronze";654
4109;"First_4109";"Last_4109";"customer_4109@email.com";"Athens";"Italy";"2018-02-01";"Gold";368
4110;"First_4110";"Last_4110";"customer_4110@email.com";"Athens";"Greece";"2020-05-17";"Bronze";626
4111;"First_4111";"Last_4111";"customer_4111@email.com";"Patras";"Greece";"2020-06-16";"Bronze";450
4112;"First_4112";"Last_4112";"customer_4112@email.com";"Patras";"Germany";"2022-03-02";"Silver";619
4113;"First_4113";"Last_4113";"customer_4113@email.com";"Chalkida";"Germany";"2021-06-20";"Gold";751
4114;"First_4114";"Last_4114";"customer_4114@email.com";"Chania";"Greece";"2021-04-30";"Silver";411
4115;"First_4115";"Last_4115";"customer_4115@email.com";"Chalkida";"UK";"2021-03-11";"Gold";761
4116;"First_4116";"Last_4116";"customer_4116@email.com";"Athens";"Greece";"2022-08-11";"Gold";661
4117;"First_4117";"Last_4117";"customer_4117@email.com";"Thessaloniki";"Greece";"2019-08-24";"Bronze";502
4118;"First_4118";"Last_4118";"customer_4118@email.com";"Thessaloniki";"Greece";"2022-05-04";"Bronze";786
